texto,calificacion,lugar,categoria,fuente,idioma_comentario,comentarios_espanol,emojis,penntreebank,universalpos
"La ubicación fue lo mejor a pesar del ruido de la carretera que estaba al costado de las habitaciones El trato del personal que atiende en el comedor es pésimo y por 8 dólares el desayuno, mejor lo evito y como fuera.",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"La ubicación fue lo mejor a pesar del ruido de la carretera que estaba al costado de las habitaciones El trato del personal que atiende en el comedor es pésimo y por 8 dólares el desayuno, mejor lo evito y como fuera.",,"[('La', 'NNP'), ('ubicación', 'JJ'), ('fue', 'NN'), ('lo', 'NN'), ('mejor', 'VBZ'), ('a', 'DT'), ('pesar', 'JJ'), ('del', 'NN'), ('ruido', 'NN'), ('de', 'IN'), ('la', 'FW'), ('carretera', 'NN'), ('que', 'NN'), ('estaba', 'VBP'), ('al', 'JJ'), ('costado', 'NN'), ('de', 'IN'), ('las', 'FW'), ('habitaciones', 'NNS'), ('El', 'NNP'), ('trato', 'NN'), ('del', 'FW'), ('personal', 'JJ'), ('que', 'NN'), ('atiende', 'NN'), ('en', 'IN'), ('el', 'FW'), ('comedor', 'NN'), ('es', 'NN'), ('pésimo', 'NN'), ('y', 'NN'), ('por', 'NN'), ('8', 'CD'), ('dólares', 'NNS'), ('el', 'JJ'), ('desayuno', 'NN'), (',', ','), ('mejor', 'JJ'), ('lo', 'NN'), ('evito', 'NN'), ('y', 'NN'), ('como', 'NN'), ('fuera', 'NN'), ('.', '.')]","[('La', 'DET', 'el'), ('ubicación', 'NOUN', 'ubicación'), ('fue', 'AUX', 'ser'), ('lo', 'PRON', 'él'), ('mejor', 'ADJ', 'mejor'), ('a', 'ADP', 'a'), ('pesar', 'NOUN', 'pesar'), ('del', 'DET', 'del'), ('ruido', 'NOUN', 'ruido'), ('de', 'ADP', 'de'), ('la', 'DET', 'el'), ('carretera', 'NOUN', 'carretera'), ('que', 'PRON', 'que'), ('estaba', 'AUX', 'estar'), ('al', 'ADP', 'al'), ('costado', 'NOUN', 'costado'), ('de', 'ADP', 'de'), ('las', 'DET', 'el'), ('habitaciones', 'NOUN', 'habitación'), ('El', 'DET', 'el'), ('trato', 'NOUN', 'trato'), ('del', 'ADP', 'del'), ('personal', 'NOUN', 'personal'), ('que', 'PRON', 'que'), ('atiende', 'VERB', 'atender'), ('en', 'ADP', 'en'), ('el', 'DET', 'el'), ('comedor', 'NOUN', 'comedor'), ('es', 'AUX', 'ser'), ('pésimo', 'ADJ', 'pésimo'), ('y', 'CCONJ', 'y'), ('por', 'ADP', 'por'), ('8', 'NUM', '8'), ('dólares', 'NOUN', 'dólares'), ('el', 'DET', 'el'), ('desayuno', 'NOUN', 'desayuno'), (',', 'PUNCT', ','), ('mejor', 'ADV', 'mejor'), ('lo', 'PRON', 'él'), ('evito', 'VERB', 'evitar'), ('y', 'CCONJ', 'y'), ('como', 'SCONJ', 'como'), ('fuera', 'ADV', 'fuera'), ('.', 'PUNCT', '.')]"
"El hotel superó las expectativas, muy bonitas las instalaciones con espacios separados para mayor privacidad y mucha vegetación, los desayunos muy buenos; y las habitaciones super cómodas. Como un punto de mejora en las habitaciones donde el inodoro esta aparte de la ducha podrían colocar una puerta a la ducha y así poder usar ambos espacios simultáneamente.",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"El hotel superó las expectativas, muy bonitas las instalaciones con espacios separados para mayor privacidad y mucha vegetación, los desayunos muy buenos; y las habitaciones super cómodas. Como un punto de mejora en las habitaciones donde el inodoro esta aparte de la ducha podrían colocar una puerta a la ducha y así poder usar ambos espacios simultáneamente.",,"[('El', 'NNP'), ('hotel', 'NN'), ('superó', 'NN'), ('las', 'JJ'), ('expectativas', 'NN'), (',', ','), ('muy', 'NN'), ('bonitas', 'NNS'), ('las', 'VBP'), ('instalaciones', 'NNS'), ('con', 'VBP'), ('espacios', 'NNS'), ('separados', 'VBP'), ('para', 'JJ'), ('mayor', 'NN'), ('privacidad', 'NN'), ('y', 'NN'), ('mucha', 'NN'), ('vegetación', 'NN'), (',', ','), ('los', 'JJ'), ('desayunos', 'JJ'), ('muy', 'NN'), ('buenos', 'NN'), (';', ':'), ('y', 'CC'), ('las', 'VB'), ('habitaciones', 'NNS'), ('super', 'JJ'), ('cómodas', 'NN'), ('.', '.'), ('Como', 'NNP'), ('un', 'JJ'), ('punto', 'NN'), ('de', 'IN'), ('mejora', 'FW'), ('en', 'FW'), ('las', 'FW'), ('habitaciones', 'NNS'), ('donde', 'VBP'), ('el', 'JJ'), ('inodoro', 'NN'), ('esta', 'NN'), ('aparte', 'NN'), ('de', 'IN'), ('la', 'FW'), ('ducha', 'FW'), ('podrían', 'NN'), ('colocar', 'NN'), ('una', 'JJ'), ('puerta', 'NN'), ('a', 'DT'), ('la', 'NN'), ('ducha', 'NN'), ('y', 'NN'), ('así', 'NN'), ('poder', 'NN'), ('usar', 'JJ'), ('ambos', 'JJ'), ('espacios', 'NNS'), ('simultáneamente', 'NN'), ('.', '.')]","[('El', 'DET', 'el'), ('hotel', 'NOUN', 'hotel'), ('superó', 'VERB', 'superar'), ('las', 'DET', 'el'), ('expectativas', 'NOUN', 'expectativa'), (',', 'PUNCT', ','), ('muy', 'ADV', 'mucho'), ('bonitas', 'ADJ', 'bonito'), ('las', 'DET', 'el'), ('instalaciones', 'NOUN', 'instalación'), ('con', 'ADP', 'con'), ('espacios', 'NOUN', 'espacio'), ('separados', 'ADJ', 'separado'), ('para', 'ADP', 'para'), ('mayor', 'ADJ', 'mayor'), ('privacidad', 'NOUN', 'privacidad'), ('y', 'CCONJ', 'y'), ('mucha', 'DET', 'mucho'), ('vegetación', 'NOUN', 'vegetación'), (',', 'PUNCT', ','), ('los', 'DET', 'el'), ('desayunos', 'NOUN', 'desayuno'), ('muy', 'ADV', 'mucho'), ('buenos', 'ADJ', 'buen'), (';', 'PUNCT', ';'), ('y', 'CCONJ', 'y'), ('las', 'DET', 'el'), ('habitaciones', 'NOUN', 'habitación'), ('super', 'ADV', 'super'), ('cómodas', 'ADJ', 'cómodo'), ('.', 'PUNCT', '.'), ('Como', 'SCONJ', 'como'), ('un', 'DET', 'uno'), ('punto', 'NOUN', 'punto'), ('de', 'ADP', 'de'), ('mejora', 'NOUN', 'mejora'), ('en', 'ADP', 'en'), ('las', 'DET', 'el'), ('habitaciones', 'NOUN', 'habitación'), ('donde', 'PRON', 'donde'), ('el', 'DET', 'el'), ('inodoro', 'NOUN', 'inodoro'), ('esta', 'DET', 'este'), ('aparte', 'ADV', 'aparte'), ('de', 'ADP', 'de'), ('la', 'DET', 'el'), ('ducha', 'NOUN', 'ducha'), ('podrían', 'AUX', 'poder'), ('colocar', 'VERB', 'colocar'), ('una', 'DET', 'uno'), ('puerta', 'NOUN', 'puerta'), ('a', 'ADP', 'a'), ('la', 'DET', 'el'), ('ducha', 'NOUN', 'ducha'), ('y', 'CCONJ', 'y'), ('así', 'ADV', 'así'), ('poder', 'AUX', 'poder'), ('usar', 'VERB', 'usar'), ('ambos', 'NUM', 'ambos'), ('espacios', 'NOUN', 'espacio'), ('simultáneamente', 'ADV', 'simultáneamente'), ('.', 'PUNCT', '.')]"
El ambiente y el personal Todo excelente,5,Hotel Roca Negra del Arenal,alojamiento,booking,es,El ambiente y el personal Todo excelente,,"[('El', 'NNP'), ('ambiente', 'VBZ'), ('y', 'FW'), ('el', 'FW'), ('personal', 'JJ'), ('Todo', 'NNP'), ('excelente', 'NN')]","[('El', 'DET', 'el'), ('ambiente', 'NOUN', 'ambiente'), ('y', 'CCONJ', 'y'), ('el', 'DET', 'el'), ('personal', 'NOUN', 'personal'), ('Todo', 'DET', 'todo'), ('excelente', 'ADJ', 'excelente')]"
"Desde la habitación hemos visto unas vistas maravillosas al volcán, con suerte despejado. Los colibrí comiendo en las flores justo delante nuestra..tucanes y el personal muy agradable",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Desde la habitación hemos visto unas vistas maravillosas al volcán, con suerte despejado. Los colibrí comiendo en las flores justo delante nuestra..tucanes y el personal muy agradable",,"[('Desde', 'NNP'), ('la', 'NN'), ('habitación', 'NN'), ('hemos', 'NN'), ('visto', 'NN'), ('unas', 'JJ'), ('vistas', 'NNS'), ('maravillosas', 'VBP'), ('al', 'JJ'), ('volcán', 'NN'), (',', ','), ('con', 'NN'), ('suerte', 'NN'), ('despejado', 'NN'), ('.', '.'), ('Los', 'NNP'), ('colibrí', 'JJ'), ('comiendo', 'NN'), ('en', 'IN'), ('las', 'JJ'), ('flores', 'NNS'), ('justo', 'VBP'), ('delante', 'JJ'), ('nuestra', 'JJ'), ('..', 'NNP'), ('tucanes', 'NNS'), ('y', 'RB'), ('el', 'VBP'), ('personal', 'JJ'), ('muy', 'NN'), ('agradable', 'JJ')]","[('Desde', 'ADP', 'desde'), ('la', 'DET', 'el'), ('habitación', 'NOUN', 'habitación'), ('hemos', 'AUX', 'haber'), ('visto', 'VERB', 'ver'), ('unas', 'DET', 'uno'), ('vistas', 'NOUN', 'vista'), ('maravillosas', 'ADJ', 'maravilloso'), ('al', 'ADP', 'al'), ('volcán', 'PROPN', 'volcán'), (',', 'PUNCT', ','), ('con', 'ADP', 'con'), ('suerte', 'NOUN', 'suerte'), ('despejado', 'ADJ', 'despejado'), ('.', 'PUNCT', '.'), ('Los', 'DET', 'el'), ('colibrí', 'NOUN', 'colibrí'), ('comiendo', 'VERB', 'comer'), ('en', 'ADP', 'en'), ('las', 'DET', 'el'), ('flores', 'NOUN', 'flor'), ('justo', 'ADV', 'justo'), ('delante', 'ADV', 'delante'), ('nuestra', 'DET', 'nuestro'), ('..', 'PUNCT', '..'), ('tucanes', 'NOUN', 'tucán'), ('y', 'CCONJ', 'y'), ('el', 'DET', 'el'), ('personal', 'NOUN', 'personal'), ('muy', 'ADV', 'mucho'), ('agradable', 'ADJ', 'agradable')]"
Increíble todo! El personal un AMOR Asienore dispuestos a colaborar! El hotel SÚPER relajado! Impecable con una lugar para tomar un café o té cortesía del alojamiento divino! Con animales a tu alrededores disfrutable al máximo! NADA,5,Hotel Roca Negra del Arenal,alojamiento,booking,es,Increíble todo! El personal un AMOR Asienore dispuestos a colaborar! El hotel SÚPER relajado! Impecable con una lugar para tomar un café o té cortesía del alojamiento divino! Con animales a tu alrededores disfrutable al máximo! NADA,,"[('Increíble', 'JJ'), ('todo', 'NN'), ('!', '.'), ('El', 'NNP'), ('personal', 'JJ'), ('un', 'JJ'), ('AMOR', 'NNP'), ('Asienore', 'NNP'), ('dispuestos', 'VBZ'), ('a', 'DT'), ('colaborar', 'NN'), ('!', '.'), ('El', 'NNP'), ('hotel', 'NN'), ('SÚPER', 'NNP'), ('relajado', 'NN'), ('!', '.'), ('Impecable', 'JJ'), ('con', 'NN'), ('una', 'JJ'), ('lugar', 'NN'), ('para', 'NN'), ('tomar', 'NN'), ('un', 'JJ'), ('café', 'NN'), ('o', 'NN'), ('té', 'NN'), ('cortesía', 'NN'), ('del', 'NN'), ('alojamiento', 'IN'), ('divino', 'NN'), ('!', '.'), ('Con', 'NNP'), ('animales', 'VBZ'), ('a', 'DT'), ('tu', 'NN'), ('alrededores', 'VBZ'), ('disfrutable', 'JJ'), ('al', 'JJ'), ('máximo', 'NN'), ('!', '.'), ('NADA', 'NN')]","[('Increíble', 'ADJ', 'increíble'), ('todo', 'PRON', 'todo'), ('!', 'PUNCT', '!'), ('El', 'DET', 'el'), ('personal', 'NOUN', 'personal'), ('un', 'DET', 'uno'), ('AMOR', 'PROPN', 'AMOR'), ('Asienore', 'PROPN', 'Asienore'), ('dispuestos', 'ADJ', 'dispuesto'), ('a', 'ADP', 'a'), ('colaborar', 'VERB', 'colaborar'), ('!', 'PUNCT', '!'), ('El', 'DET', 'el'), ('hotel', 'NOUN', 'hotel'), ('SÚPER', 'PROPN', 'SÚPER'), ('relajado', 'ADJ', 'relajado'), ('!', 'PUNCT', '!'), ('Impecable', 'ADJ', 'impecable'), ('con', 'ADP', 'con'), ('una', 'DET', 'uno'), ('lugar', 'NOUN', 'lugar'), ('para', 'ADP', 'para'), ('tomar', 'VERB', 'tomar'), ('un', 'DET', 'uno'), ('café', 'NOUN', 'café'), ('o', 'CCONJ', 'o'), ('té', 'DET', 'té'), ('cortesía', 'NOUN', 'cortesía'), ('del', 'ADP', 'del'), ('alojamiento', 'NOUN', 'alojamiento'), ('divino', 'ADJ', 'divino'), ('!', 'PUNCT', '!'), ('Con', 'ADP', 'con'), ('animales', 'NOUN', 'animal'), ('a', 'ADP', 'a'), ('tu', 'DET', 'tu'), ('alrededores', 'NOUN', 'alrededor'), ('disfrutable', 'ADJ', 'disfrutable'), ('al', 'ADP', 'al'), ('máximo', 'ADJ', 'máximo'), ('!', 'PUNCT', '!'), ('NADA', 'PRON', 'nada')]"
"La habitación privada fue genial, con un porchecito para disfrutar de las vistas. El baño, la cama súper grande y cómoda hicieron que estuviéramos muy cómodos En el desayuno hacían esperar bastante. No vayas con prisa",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"La habitación privada fue genial, con un porchecito para disfrutar de las vistas. El baño, la cama súper grande y cómoda hicieron que estuviéramos muy cómodos En el desayuno hacían esperar bastante. No vayas con prisa",,"[('La', 'NNP'), ('habitación', 'PRP'), ('privada', 'VBP'), ('fue', 'JJ'), ('genial', 'NN'), (',', ','), ('con', 'NN'), ('un', 'JJ'), ('porchecito', 'NN'), ('para', 'NN'), ('disfrutar', 'NN'), ('de', 'IN'), ('las', 'FW'), ('vistas', 'NNS'), ('.', '.'), ('El', 'NNP'), ('baño', 'NN'), (',', ','), ('la', 'FW'), ('cama', 'FW'), ('súper', 'JJR'), ('grande', 'NN'), ('y', 'NN'), ('cómoda', 'NN'), ('hicieron', 'NN'), ('que', 'NN'), ('estuviéramos', 'VBP'), ('muy', 'NN'), ('cómodos', 'NN'), ('En', 'NNP'), ('el', 'NN'), ('desayuno', 'NN'), ('hacían', 'NN'), ('esperar', 'NN'), ('bastante', 'NN'), ('.', '.'), ('No', 'DT'), ('vayas', 'JJ'), ('con', 'NN'), ('prisa', 'NN')]","[('La', 'DET', 'el'), ('habitación', 'NOUN', 'habitación'), ('privada', 'ADJ', 'privado'), ('fue', 'AUX', 'ser'), ('genial', 'ADJ', 'genial'), (',', 'PUNCT', ','), ('con', 'ADP', 'con'), ('un', 'DET', 'uno'), ('porchecito', 'NOUN', 'porchecito'), ('para', 'ADP', 'para'), ('disfrutar', 'VERB', 'disfrutar'), ('de', 'ADP', 'de'), ('las', 'DET', 'el'), ('vistas', 'NOUN', 'vista'), ('.', 'PUNCT', '.'), ('El', 'DET', 'el'), ('baño', 'NOUN', 'baño'), (',', 'PUNCT', ','), ('la', 'DET', 'el'), ('cama', 'NOUN', 'cama'), ('súper', 'ADP', 'súper'), ('grande', 'ADJ', 'grande'), ('y', 'CCONJ', 'y'), ('cómoda', 'ADJ', 'cómodo'), ('hicieron', 'VERB', 'hacer'), ('que', 'SCONJ', 'que'), ('estuviéramos', 'VERB', 'estuviser'), ('muy', 'ADV', 'mucho'), ('cómodos', 'ADJ', 'cómodo'), ('En', 'ADP', 'En'), ('el', 'DET', 'el'), ('desayuno', 'NOUN', 'desayuno'), ('hacían', 'VERB', 'hacer'), ('esperar', 'VERB', 'esperar'), ('bastante', 'ADV', 'bastante'), ('.', 'PUNCT', '.'), ('No', 'ADV', 'no'), ('vayas', 'VERB', 'vayas'), ('con', 'ADP', 'con'), ('prisa', 'NOUN', 'prisa')]"
"La vista es excelente
EL baño de la habitacion muy grande
Comodidad de la cama No tiene desayuno incluido",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"La vista es excelente
EL baño de la habitacion muy grande
Comodidad de la cama No tiene desayuno incluido",,"[('La', 'NNP'), ('vista', 'FW'), ('es', 'FW'), ('excelente', 'FW'), ('EL', 'NNP'), ('baño', 'FW'), ('de', 'FW'), ('la', 'FW'), ('habitacion', 'NN'), ('muy', 'FW'), ('grande', 'NN'), ('Comodidad', 'NNP'), ('de', 'IN'), ('la', 'FW'), ('cama', 'NN'), ('No', 'NNP'), ('tiene', 'NN'), ('desayuno', 'NN'), ('incluido', 'NN')]","[('La', 'DET', 'el'), ('vista', 'NOUN', 'vista'), ('es', 'AUX', 'ser'), ('excelente', 'ADJ', 'excelente'), ('\n', 'SPACE', '\n'), ('EL', 'DET', 'el'), ('baño', 'NOUN', 'baño'), ('de', 'ADP', 'de'), ('la', 'DET', 'el'), ('habitacion', 'PROPN', 'habitacion'), ('muy', 'ADV', 'mucho'), ('grande', 'ADJ', 'grande'), ('\n', 'SPACE', '\n'), ('Comodidad', 'NOUN', 'comodidad'), ('de', 'ADP', 'de'), ('la', 'DET', 'el'), ('cama', 'NOUN', 'cama'), ('No', 'ADV', 'no'), ('tiene', 'VERB', 'tener'), ('desayuno', 'NOUN', 'desayuno'), ('incluido', 'ADJ', 'incluido')]"
"Ubicación, servicio al cliente, la habitación con cómoda muy cómoda y el desayuno muy rico",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Ubicación, servicio al cliente, la habitación con cómoda muy cómoda y el desayuno muy rico",,"[('Ubicación', 'NNP'), (',', ','), ('servicio', 'NN'), ('al', 'NN'), ('cliente', 'NN'), (',', ','), ('la', 'FW'), ('habitación', 'FW'), ('con', 'NN'), ('cómoda', 'NN'), ('muy', 'NN'), ('cómoda', 'NN'), ('y', 'NN'), ('el', 'NN'), ('desayuno', 'NN'), ('muy', 'NN'), ('rico', 'NN')]","[('Ubicación', 'PROPN', 'Ubicación'), (',', 'PUNCT', ','), ('servicio', 'NOUN', 'servicio'), ('al', 'ADP', 'al'), ('cliente', 'NOUN', 'cliente'), (',', 'PUNCT', ','), ('la', 'DET', 'el'), ('habitación', 'NOUN', 'habitación'), ('con', 'ADP', 'con'), ('cómoda', 'NOUN', 'cómoda'), ('muy', 'ADV', 'mucho'), ('cómoda', 'ADJ', 'cómodo'), ('y', 'CCONJ', 'y'), ('el', 'DET', 'el'), ('desayuno', 'NOUN', 'desayuno'), ('muy', 'ADV', 'mucho'), ('rico', 'ADJ', 'rico')]"
"El alojamiento está bien ubicado, cercano a todo. La atención del personal fue excelente en todo momento, en especial Elizabeth, quien respondió todas nuestras dudas. En la mañana sirven un buen desayuno por 8 dólares. Las habitaciones están un poco antiguas, les falta una remodelación. Por ejemplo, el aire acondicionado emite mucho ruido.",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"El alojamiento está bien ubicado, cercano a todo. La atención del personal fue excelente en todo momento, en especial Elizabeth, quien respondió todas nuestras dudas. En la mañana sirven un buen desayuno por 8 dólares. Las habitaciones están un poco antiguas, les falta una remodelación. Por ejemplo, el aire acondicionado emite mucho ruido.",,"[('El', 'NNP'), ('alojamiento', 'VBZ'), ('está', 'JJ'), ('bien', 'NN'), ('ubicado', 'NN'), (',', ','), ('cercano', 'VB'), ('a', 'DT'), ('todo', 'NN'), ('.', '.'), ('La', 'NNP'), ('atención', 'JJ'), ('del', 'FW'), ('personal', 'JJ'), ('fue', 'NN'), ('excelente', 'NN'), ('en', 'FW'), ('todo', 'NN'), ('momento', 'NN'), (',', ','), ('en', 'FW'), ('especial', 'JJ'), ('Elizabeth', 'NNP'), (',', ','), ('quien', 'NN'), ('respondió', 'NN'), ('todas', 'NN'), ('nuestras', 'JJ'), ('dudas', 'NN'), ('.', '.'), ('En', 'NNP'), ('la', 'FW'), ('mañana', 'FW'), ('sirven', 'RB'), ('un', 'JJ'), ('buen', 'NN'), ('desayuno', 'NN'), ('por', 'NN'), ('8', 'CD'), ('dólares', 'NNS'), ('.', '.'), ('Las', 'NNP'), ('habitaciones', 'VBZ'), ('están', 'FW'), ('un', 'JJ'), ('poco', 'NN'), ('antiguas', 'NN'), (',', ','), ('les', 'VBZ'), ('falta', 'JJ'), ('una', 'JJ'), ('remodelación', 'NN'), ('.', '.'), ('Por', 'NNP'), ('ejemplo', 'NN'), (',', ','), ('el', 'JJ'), ('aire', 'NN'), ('acondicionado', 'NN'), ('emite', 'JJ'), ('mucho', 'NN'), ('ruido', 'NN'), ('.', '.')]","[('El', 'DET', 'el'), ('alojamiento', 'NOUN', 'alojamiento'), ('está', 'AUX', 'estar'), ('bien', 'ADV', 'bien'), ('ubicado', 'ADJ', 'ubicado'), (',', 'PUNCT', ','), ('cercano', 'ADJ', 'cercano'), ('a', 'ADP', 'a'), ('todo', 'PRON', 'todo'), ('.', 'PUNCT', '.'), ('La', 'DET', 'el'), ('atención', 'NOUN', 'atención'), ('del', 'ADP', 'del'), ('personal', 'NOUN', 'personal'), ('fue', 'AUX', 'ser'), ('excelente', 'ADJ', 'excelente'), ('en', 'ADP', 'en'), ('todo', 'DET', 'todo'), ('momento', 'NOUN', 'momento'), (',', 'PUNCT', ','), ('en', 'ADP', 'en'), ('especial', 'ADJ', 'especial'), ('Elizabeth', 'PROPN', 'Elizabeth'), (',', 'PUNCT', ','), ('quien', 'PRON', 'quien'), ('respondió', 'VERB', 'responder'), ('todas', 'DET', 'todo'), ('nuestras', 'DET', 'nuestro'), ('dudas', 'NOUN', 'duda'), ('.', 'PUNCT', '.'), ('En', 'ADP', 'en'), ('la', 'DET', 'el'), ('mañana', 'NOUN', 'mañana'), ('sirven', 'VERB', 'servir'), ('un', 'DET', 'uno'), ('buen', 'ADJ', 'buen'), ('desayuno', 'NOUN', 'desayuno'), ('por', 'ADP', 'por'), ('8', 'NUM', '8'), ('dólares', 'NOUN', 'dólares'), ('.', 'PUNCT', '.'), ('Las', 'DET', 'el'), ('habitaciones', 'NOUN', 'habitación'), ('están', 'AUX', 'estar'), ('un', 'DET', 'uno'), ('poco', 'ADV', 'poco'), ('antiguas', 'ADJ', 'antiguo'), (',', 'PUNCT', ','), ('les', 'PRON', 'él'), ('falta', 'VERB', 'faltar'), ('una', 'DET', 'uno'), ('remodelación', 'NOUN', 'remodelación'), ('.', 'PUNCT', '.'), ('Por', 'ADP', 'por'), ('ejemplo', 'NOUN', 'ejemplo'), (',', 'PUNCT', ','), ('el', 'DET', 'el'), ('aire', 'NOUN', 'aire'), ('acondicionado', 'NOUN', 'acondicionado'), ('emite', 'VERB', 'emitir'), ('mucho', 'DET', 'mucho'), ('ruido', 'NOUN', 'ruido'), ('.', 'PUNCT', '.')]"
"La limpieza No incluye desayuno, y el café que se ofrece no queda en el frasco",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"La limpieza No incluye desayuno, y el café que se ofrece no queda en el frasco",,"[('La', 'NNP'), ('limpieza', 'VBZ'), ('No', 'NNP'), ('incluye', 'NN'), ('desayuno', 'NN'), (',', ','), ('y', 'CC'), ('el', 'JJ'), ('café', 'NN'), ('que', 'NN'), ('se', 'VBD'), ('ofrece', 'JJ'), ('no', 'DT'), ('queda', 'NN'), ('en', 'VBZ'), ('el', 'FW'), ('frasco', 'NN')]","[('La', 'DET', 'el'), ('limpieza', 'NOUN', 'limpieza'), ('No', 'ADV', 'no'), ('incluye', 'VERB', 'incluir'), ('desayuno', 'NOUN', 'desayuno'), (',', 'PUNCT', ','), ('y', 'CCONJ', 'y'), ('el', 'DET', 'el'), ('café', 'NOUN', 'café'), ('que', 'PRON', 'que'), ('se', 'PRON', 'él'), ('ofrece', 'VERB', 'ofrecer'), ('no', 'ADV', 'no'), ('queda', 'VERB', 'quedar'), ('en', 'ADP', 'en'), ('el', 'DET', 'el'), ('frasco', 'NOUN', 'frasco')]"
Me encantó. Fui con mi familia y superó con creces lo que esperábamos del sitio.,5,Hotel Roca Negra del Arenal,alojamiento,booking,es,Me encantó. Fui con mi familia y superó con creces lo que esperábamos del sitio.,,"[('Me', 'NNP'), ('encantó', 'NN'), ('.', '.'), ('Fui', 'NNP'), ('con', 'NN'), ('mi', 'NN'), ('familia', 'NN'), ('y', 'NN'), ('superó', 'NN'), ('con', 'NN'), ('creces', 'NNS'), ('lo', 'VBP'), ('que', 'JJ'), ('esperábamos', 'JJ'), ('del', 'NN'), ('sitio', 'NN'), ('.', '.')]","[('Me', 'PRON', 'yo'), ('encantó', 'VERB', 'encantar'), ('.', 'PUNCT', '.'), ('Fui', 'VERB', 'ir'), ('con', 'ADP', 'con'), ('mi', 'DET', 'mi'), ('familia', 'NOUN', 'familia'), ('y', 'CCONJ', 'y'), ('superó', 'VERB', 'superar'), ('con', 'ADP', 'con'), ('creces', 'NOUN', 'creces'), ('lo', 'PRON', 'él'), ('que', 'PRON', 'que'), ('esperábamos', 'VERB', 'esperábir'), ('del', 'ADP', 'del'), ('sitio', 'NOUN', 'sitio'), ('.', 'PUNCT', '.')]"
